text,label
"yo, yo &+ent yo entiendo que tú &-eh deberías de contestar, yo, yo te debería de contestar en castellano.",1
"¿<por que> [>]?",0
"<y> [<], <porque tú no> [>].",1
"<pero tú> [<], &-hm?",0
"porque tú, tú tienes que mandar mis respuestas en castellano, ¿no?",1
"<I don't> [>].",1
"<el profesor> [<], ¿no le tienes que mandar las respuestas, mis respuestas en castellano a tu profesor?",1
"no, no, no, <no> [>].",0
"<xxx> [<].",0
"I'm doing xxx of you, you people, the students from Cataluña, I'm doing something &+ di different, I don't need to send nothing to nobody, it's only for myself.",1
"&-ah.",0
"you &+s, you understand?",1
"it's not for my university, <like> [>], like you it's for my st, this is the, like &-ah how do say that like &-ahm, wait I forgot the word.",1
"<&-ah okay> [<].",0
"so you, I ask you in English question, you need to tell them in English.",1
"&-ah vale, okay, okay, <okay> [>].",0
"<yes> [<].",1
"yes, yes, &=laughs, yes, so.",0
"do you understand?",1
"(be)cause <that's xxx only with the students> [>], you know?",1
"<&-eh, so, yes> [<], sí, I understand, <I understand> [>].",0
"<okay> [<], &-eh, what, so, I'll, I'll start the question and then we do the, the pictures to find the difference, okay?",1
"&+o <okay, okay> [>].",0
"<sí, vale> [<], right, &-eh, &+wh what degree do you study?",1
"&-eh I study, &-eh third &-eh &-hm &-hm degree of &-eh informática, informática, &+si &+si &-hm sistemas.",1
"&-huhuh (.) &-ah, why do you study English?",1
"I'm studying English &-ehm &-hm I study English &-eh &+f for I have &-eh, no, because I have &-eh a (.) a.",0
"dígame en español, &+per, te puedo ayudar ayudarte <si quieres> [>].",0
"<una &+asigna> [<], porque tengo una asignatura, I, I have a, tengo una asignatura.",1
"subject?",1
"subject, <I, I xxx> [>].",0
"<sí> [<].",0
"because I have a subject.",0
"vale, <qué qué> [>] subject?",0
"<I, I have> [<] I have English.",0
"okay, like &-eh how long have you been studying English for?",1
"&-eh two years, I have &-eh I have been studying English &+th two years.",0
"okay, &-eh, what do you think about your university?",1
"is easy and &-eh is very difficult.",0
"&-oh, why is that because?",1
"yes, <is, is> [>] difficult.",0
"<why> [<]?",1
"&-ah, why?",0
"&-hm, yes.",1
"because, because &-eh is &+i &-hm, it's &-uf es &-eh.",0
"dígamelo en español.",0
"s;i, es &-eh, los horarios son difíciles de compatibilizar &-f &-eh <con lo que estoy estudiando> [>].",1
"¿<lo que> [<]?",0
"los horarios son difíciles.",1
"<&-huhuh> [>].",1
"<porque> [<] estoy trabajando, the time is &-eh, no.",0
"you don't have time for studying?",1
"to study?",1
"because you, <you work> [>].",1
"<&+entonc because &+y> [<] because I work.",0
"you work, okay, <right> [>].",1
"<okay> [<].",0
"&-ha, &-ah, so you don't like university then?",1
"&=laughs, isn't now online one?",1
"like online one is like distanted one, it's like when you study whenever you have time.",1
"or you go to classes everyday?",1
"<you don't go> [>]?",1
"<&-hm> [<].",0
"you <don't go> [>]?",1
"<no, I> [<], no, no te entiendo, &-hm.",1
"&-ahm, your university.",0
"sí, <it's> [>].",1
"<it's> [<] a distance one, do you know what distance university means?",1
"is at the one &-eh &-eh the one you don't need to go to classes everyday.",1
"okay, sí, &-eh, yes, &-eh, then, the common university is &-eh more difficult than UOC.",0
"&-hm, okay, &-ah, like, what &+i where are you from?",1
"I am &-eh from Galicia.",0
"Galicia, &-ah, where do you live?",1
"I live in Santiago de Compostela, a little town northwest of Spain, is a very beautiful town, and (.) do you know Santiago?",0
"no, no, no lo sé, &-hm, &-ahm xxx creo que tiene mucho sol, &=laughs.",0
"&=laughs, no, rain, more rain.",0
"really?",1
"<rain> [>], rain, lluvia.",1
"<I> [<].",1
"it's raining?",1
"sí, is raining, <xxx> [>].",1
"<well> [<], &+w it's raining every day, or just day or?",1
"every day, every day, &=laughs.",0
"really?",1
"really?",1
"really.",0
"&-wow, well that is Spain, it's supposed to be sunny and nice weather &-hm and warm &=laughs.",1
"not like Scotland in here, (be)cause almost in, in Scotland, Glasgow, it rains every day almost <and it's cold> [>].",1
"the tiny, the tiny similar than Scotland.",0
"sorry?",1
"&-eh the &+t the weather, perdón, the weather <is> [>].",0
"<&-huhuh> [<].",1
"&-eh is similar of Scotland.",0
"&-oh, xxx you can move then, &=laughs.",1
"you &+d, you don't have beach and sun then?",1
"in <&+s> [>].",1
"<sorry> [<]?",0
"do you have beaches?",1
"beach.",1
"beach, <&-eh> [>], yea.",0
"<sí> [<], ¿tienes?",0
"I live, &-eh I live in a little city next to the &+San, next to Santiago.",0
"&-huhuh.",1
"&-eh, call Noia, &-eh, Noia have the beach.",0
"okay, xxx, &-ah &-oh, &-oh, still talking, &-ah, &-t the last question.",1
"<okay> [>].",0
"<it is> [<] the first time when use Skype?",1
"yes, is the first time.",0
"really?",1
"really.",0
"&-wow.",1
"I, I.",0
"&-huhuh?",1
"I &-eh &-eh &+b &-eh buy &-eh the micro and the &+sp the &+l the low speakers, &-eh, altavoces, espera, &-eh sorry, &-eh.",0
"&-eh, a ver, &-eh, yo tuve que comprar el micro y los altavoces, I, I bought <the> [>] micro .",1
"<&-huhuh> [<].",1
"and &-eh <xxx> [>].",0
"microphone?",1
"you <bought> [>] microphone?",1
"<sorry> [<]?",0
"microphone?",0
"<sí> [>].",0
"<and> [<] &-eh, love speakers, no?",0
"speakers?",1
"speakers.",0
"okay, for Skype.",1
"for Skype.",0
"okay, &=laughs, you did it well (be)cause I'm xxx a microhpone, somebody give it to me, so, (be)cause I, I'm, I'm not very good at computer neither.",1
"another?",0
"&-ah, we, we're going to do the pictures now.",1
"okay, thanks.",0
"okay, so you first.",1
"the first, <&-hm> [>].",0
"<yes> [<], you first.",1
"there are &-eh four &-eh motorcycles.",0
"yes?",1
"in front &-eh there &+a there is a red motorcycle.",0
"&-huhuh.",1
"next to &-eh a yellow Vespa.",0
"&-hm, yes.",1
"and (.) and &+th in, in, foreground, two motorcycle more.",0
"sorry?",1
"and next to, the lo Vespa.",0
"¿de lo qué?",0
"yellow &+motorcyc &+motorcyc?",0
"motorcycle, motorcycle, sí.",0
"motorcycle.",0
"sí.",0
"there are two, two motorcyle &-eh.",0
"the, do you see three motors?",1
"I call them a three.",1
"the, the yellow one, the, no, red <one> [>], yellow.",1
"<&-eh> [<], red one, yellow &+sec &-eh second yellow.",0
"sí.",0
"third &-eh red, red, <and> [>].",0
"<yes> [<]?",1
"four red.",0
"you see four motorcycles?",1
"four motorcycles.",0
"okay, what else do you see?",1
"and, in foreground, there is a red car.",0
"where?",1
"in the what?",1
"in &+foregr in foreground, no?",0
"in the background.",1
"&-ah, background, background, background, background, background, background, background.",0
"sí.",0
"en el fondo, background.",1
"yes, the background, you see a red car.",1
"red car.",0
"yes, okay, can you say that?",1
"sorry?",0
"can you repeat what I said to you?",1
"in the background, I see a red car.",1
"in the background, &+the there see a red car?",0
"I see <a red> [>].",1
"<I see> [<].",0
"yes.",1
"&-ah &-ah, I see, yo veo un, un coche rojo, vale.",1
"<in, in> [>] the background, I see a red car.",0
"<xxx> [<], yea, that's that's xxx, but, so we need to find the difference then, so I tell you, the red car, do you see?",1
"the red car, do you see?",0
"¿perdón?",1
"<sorry> [>]?",0
"<&-ah> [<], &-ah, perdón, okay, just, wait wait a minute, we do task two, now?",1
"xxx?",1
"two.",0
"we, I did task number one now, yes?",1
"yes.",0
"&-oh, yes, you're right, okay, &-eh, &-oh, what xxx ready.",1
"perdón, &-hm, (.) &-eh okay.",0
"right, are you, you know what, I think I asked the wrong, the wrong questions.",1
"the wrong questions, okay.",0
"yes, so &-eh (.) I'm going to ask you one more question, one more question in English, what do you do in your spare time?",1
"do you do in spent time?",0
"yes, in the weekend, <when you're> [>] not working.",1
"<weekend> [<], &-ah, &-oh, okay, &-eh, I, I sit on the board, and &-eh play to football and basketball.",0
"&-huhuh, okay, right, now I'm going to do, I'm going to tell you what I'm seeing in my pictures, so (be)cause we need to find the difference in here, right?",1
"and, my picture, en mi fotografía veo tres motocicletas.",0
"sí.",1
"y la primera es rojo.",0
"sí.",1
"la segunda es.",0
"amarilla.",0
"amarillo, y la tercera es blanco.",0
"<&-hm> [>].",0
"<y> [<] al, delante de las motocicletas es una con carro, de color gris.",0
"un carro, un coche.",1
"un coche, sí.",0
"un coche, <de> [>] color gris.",1
"<de> [<], de color gris.",0
"vale, okay, el, mi, mi coche es de color rojo.",1
"pues creo que esta es la diferencia, &+l <el> [>].",0
"<&-eh> [<].",0
"color del carro, <del coche> [>].",0
"<el color> [<], sí, &-eh, and the number of the &+motorcy motorcycle, there are, in my picture, there are four motorcycles.",0
"there are four, you should, we need to find only one, one difference, not two because this is only one.",1
"&-ah, I, only see xxx three motorbikes.",1
"three motorbxxx &+motor?",0
"sí, <sí> [>].",0
"<okay> [<].",0
"pues &-eh <creo que> [>].",0
"<&-ah> [<].",0
"la diferencia es el carro, el <color> [>] del carro.",0
"<xxx> [<], el color del coche.",1
"de coche, sí.",0
"carro, me parece que se dice más en países sudamericanos, ¿no?",1
"¿perdón?",0
"carro.",0
"sí.",0
"se dice en países sudamericanos, Venezuela, Colombia.",1
"&-ah, sí, pero &+y te dije eso porque aprendí <español de> [>] la, de la novelas.",0
"<&=laughs> [<], ¿de las telenovelas?",1
"sí, la telenovelas creo que eran de América o así, no lo sé, &=laughs.",0
"&=laughs, <qué &+tel> [>], ¿qué telenovela te gustaba?",1
"<por eso> [<], &-ah, &-t &-l la primera vez telenovela que vi fue &-t Mari Mar.",0
"Mari Mar.",0
"sí, no <sé> [>].",0
"<no> [<], I don't know.",0
"&-eh, con, con Talia, you know Talia?",1
"&-ah, Talía, &-huhuh, <okay> [>].",1
"Talía sí, &=laughs, era muy chiquita pero, sí, aprendí &-ah &+es aprendí español de la televisión, <no aprendí> [>] español de la escuela para nada, o colegio, universidad.",0
"<okay> [<].",0
"nunca estudié español.",0
"&-eh y, y, una pregunta de curiosidad, <&-eh> [>], ¿dónde veias la tele en español?",1
"<sí> [<], ¿perdón?",0
"&=hm?",1
"&+don &+dond ¿por dónde ves la tele en español, &-eh por satelite?",1
"sí, en en Rumanía, era en Rumanía.",0
"en Rumanía.",1
"por la televisión, por xxx sí, &-huhuh.",0
"¿xxx en espanol?",1
"&-ah, sí, oro tres veces pero, pero por de vacación, solo, por una semana or quien días or, no quien no, &+cin, cuatro, cinco, diez, &-hm.",0
"Galicia is very, Galicia is very beautiful &-eh.",0
"what?",1
"sorry?",1
"<Galicia> [>].",1
"<&-huhuh> [<], &-huhuh.",1
"&-eh, Santiago is very beautiful.",0
"yea, but, you said it's raining, &=laughs, that that's not good, I mean, it's fine, but not if you xxx here, &=laughs, okay, but &-eh la segunda pregunta.",1
"okay.",0
"&-eh, right, empiezo yo, ¿sí?",0
"¿está bien por ti?",0
"sorry?",0
"la, &+w we're going to do the second <question> [>], or picture.",1
"<sí> [<], okay.",1
"I'm going to start first, ¿<sí> [>]?",0
"<sí> [<].",1
"is that okay?",1
"okay.",0
"but, en esta fotografía yo veo un perro.",0
"sí.",1
"con una periódico en su boca.",0
"&-huhuh.",0
"y su (.) &-oh I forgot the tail, how do you say tail in Spanish?",1
"I always forget it.",1
"rabo.",0
"&-hm?",1
"rabo.",0
"es un drago, <&-eh> [>].",0
"<rabo> [<], rabo.",1
"¿drabón?",0
"rabo, rabo.",1
"drabo, okay.",1
"rabo.",0
"&-hm?",1
"ra.",1
"la cola.",1
"la <cola> [>], sí.",0
"<la cola> [<].",1
"y su cola está, está arriba, &=laughs.",0
"okay, <yes> [>].",0
"<y> [<] y tiene su &-eh plato es la a la izquierda del pierro, de, del perro.",0
"<a la &+i> [>].",1
"<eso que es> [<].",0
"a la izquierda del perro no, <está> [>].",1
"<izquierda> [<], sí, el plato, the <bowl> [>].",0
"<el> [<] el plato está a la derecha del perro.",1
"no, el mi, mi, en mi fotografía es a la izquierda.",0
"pues en la mía está a la derecha.",1
"<&-oh> [>].",1
"<esa es> [<], is the different.",0
"sí, &=laughs, creo que sí, &+l el, el plato.",0
"el plato, la posición del plato.",1
"la posición del plato, &=laughs.",0
"¿cómo sería en inglés?",1
"the position of the?",0
"position.",1
"position, position.",0
"yes.",1
"okay, the third &-eh picture.",0
"yes, <you &+s> [>].",1
"<in English> [<].",0
"yes, it's a, so you <start> [>] first.",1
"<there> [<], there are, there are, &-eh nine spheres, esferas.",0
"yes, spheres.",1
"spheres.",0
"<&-huhuh> [>].",1
"<&-eh> [<], in the, &-oh, perdón, &-eh sorry, in the upper left hand corner, &-eh, there are, there is a green sphere.",0
"&-huhuh, sí.",0
"in the middle (.) no, next to the green sphere &-eh there is a blue esfera.",0
"yes.",1
"and next to, there is a red esfera.",0
"&-huhuh.",1
"in the second file, there is a violet esfera, <next to> [>].",0
"<purple> [<].",1
"purple?",0
"purple.",0
"purple, yes.",1
"purple xxx.",0
"&-huhuh, &-huhuh.",1
"next to yellow esfera, and next to blue esfera, and the third file &-eh there is a green esfera, next to red esfera, and purple esfera.",0
"&-huhuh.",1
"okay, and (.) &-eh the background.",0
"yes?",1
"&-eh, can you hear me?",0
"yes, yes, I <hear you> [>].",1
"<and the> [<] and the background is a (.) is &-eh a wallt, un muro, of &-eh squares, squares, &-eh cuadrados, squares. better.",0
"&-hm, squares.",1
"squares.",0
"sí, vale.",0
"and (.) &-eh (.) the, the, the bottom, and the floor, and the floor, is squares también, &-eh, too.",0
"sorry, say again?",1
"the (.) &-hm (.) can you say that again, please?",1
"sorry?",0
"&-eh, I, can you hear me?",0
"yes, but can you say what, that again, (be)cause I didn't know.",1
"<I didn't> [>] understand.",1
"<&-uh> [<], and this &-eh, and this shapes, and this shapes &-eh &-eh.",0
"&-huhuh?",1
"and this shapes &-eh are &-eh &-hm &-uf mate, &-eh, opacas, ¿cómo se dice?",0
"&+pa, ¿mates?",1
"&+s, opacas, &-eh mates, no reflecting, no reflecting nothing.",0
"reflection?",1
"reflection nothing, no reflection <nothing> [>].",0
"<you see> [<] no reflection in the balls?",1
"in the balls, no.",0
"&+y, &-eh, well, in, I think, in my picture, there are the same colours of the balls, the same number (.) &-t and are the &+re, I see reflections, &-ah, the reflection is that background, is &-ah &+th.",1
"in, in my picture, &-eh, the, the balls no reflecting, no reflecting &-eh &-eh the, the floor, ni the floor, no reflecting.",0
"you have no reflections in your balls?",1
"but I think that's the difference then, (be)cause my balls have the reflection of the background.",1
"is the different.",0
"yes.",1
"yes (.) okay, and the last pictures.",0
"&-hm?",1
"&-ha.",1
"&-ah, &+s, wait a minute, (be)cause, xxx, &-hm, &-hm, &-ah, telemi, xxx.",1
"&-hm (.) I lost, I lost the connection at the moment with all of these, right, &-eh, what is the next picture?",1
"<with a> [>]?",1
"<xxx> [<].",0
"&-t, yes, the one in the umbrellas?",1
"yea.",1
"sí, en Spanish, no?",1
"&-huhuh, sí, <&+re okay> [>].",0
"<there are> [<], there are one, two, three, four, five, six, seven (.) seven umbrellas.",0
"yes?",1
"what else do you see?",1
"and.",0
"you, you say in English and I'll speak in Spanish, <&-eh> [>].",1
"<&+Spa Spanish> [<], in Spanish.",0
"Spanish, sí, pues, no, in here says to speak in in &+ca castellano.",1
"en castellano.",1
"castellano, castellano, right, pues, you're going to start first, or?",1
"xxx.",1
"&-hm?",1
"can you hear me?",1
"hello?",1
"sí, <sí> [>], &-eh, yes.",1
"<&+t> [<].",1
"¿<quieres> [>] que?",0
"<&-eh> [<] dime.",0
"¿quieres que yo empiece o tú quieres empezar?",0
"&-hm.",0
"&=laughs.",1
"a ver, &-eh, in English, in English.",0
"<okay> [>].",1
"<there are> [<] &-eh, there are six, seven umbrellas.",0
"sí.",0
"&-eh one umbrella (.) is blue.",0
"I &+don, what?",1
"what?",0
"&eh, a ver, <&-eh> [>].",0
"<blue> [<]?",0
"&-ah, blue colour.",1
"look, in Spanish, el primer paraguas es azul.",1
"sí, <okay> [>].",0
"<el &+se> [<], el segundo es, ¿de qué color?",1
"purple.",1
"purple.",0
"sí (.) the <third> [>].",1
"<the xxx> [<], the third is black umbrella.",0
"yes.",1
"pnk umbrella the fourth.",0
"&-huhuh.",1
"and (.) five and six are, five six and six umbrella are transparent, transparent.",0
"the blue, <white> [>].",1
"<blue> [<]?",0
"&-hm, no, white, white.",0
"<xxx> [>].",1
"<el mango> [<], ¿cómo se dice el mango del paraguas?",1
"&-eh, <&-eh> [>].",0
"¿<mango> [<]?",0
"no sé, &=laughs.",0
"&-hm, &-eh sí, &-eh, no, la parte por donde se agarra el paraguas, ¿sabes?",1
"handle.",1
"handle.",0
"yes, the handle.",1
"the handle is white.",0
"yes, okay, yes.",1
"and the last umbrella is the &+hand the brown &-eh handle and (.) black.",0
"okay.",1
"yea.",0
"&-eh, in my, en mi fotografía son siete paraguas.",0
"sí, <okay> [>].",1
"<entonces> [<] la misma colora, <pero la> [>] +/.",0
"¿<del mismo &+col> [<]?",1
"sí, sí.",1
"del <mismo color> [>].",0
"¿<son del mismo> [<] color?",1
"sí, pero, &-eh, la última paragua está en la (.) en la &-eh <it's> [>].",0
"<puerta> [<].",1
"en la puerta, it's hanging on the handle of the door, <the black one> [>].",1
"<the handle of the door> [<]?",0
"¿en el pomo de la puerta?",1
"sí, creo que <sí> [>].",0
"<en el> [<], por donde se abre la, por donde giras la puerta, para la abrir la puerta, ¿no?",1
"&-huhuh.",1
"okay.",0
"it's hanging on the <handle> [>] of the door.",1
"<in> [<], in my, in my picture &-eh all umbrellas &-eh is &-eh handle in the window.",0
"&+th all &+um umbrellas hanging on the window, but my one, the last one, the &+fi seventh one, it's hanging on the handle of the door.",1
"okay, is the difference.",0
"yes, I think that's the difference, yes, &=laughs, <well> [>].",1
"<it's> [<] is very difficult, this &=laughs.",0
"but, what?",1
"&-eh que is, is very difficult, I, I am very nervous.",0
"yea, I can see you get banging on &+th, on the, on the table!",1
"&=laughs.",1
"I, I am blocked.",0
"you're blocked?",1
"why?",1
"what xxx it's practice your &+Eng, but your your English is very well, is good, <(be)cause> [>] as long as you &-eh doing the conversations, then, valid, that's good.",1
"<yes> [<], <but &-eh> [>].",0
"<it was &+val> [<].",1
"&-hm?",1
"but is me, my first, my first time, &-ahm, &-eh, I am very nervous, &=laughs.",0
"you shouldn't be, &=laughs, I'm not going to be bite, you know, &=laughs, we just speak in in English, and English is very easy to learn.",1
"and then a, it's a nice language to learn, and also, English is very used all over the world, so it's good to know in English.",1
"okay, <but> [>].",0
"<that's> [<], that's what I think, I don't know what you.",1
"&-f, &=laughs, &-eh, I am, I am very nervous &-eh because &-eh I am, no, because I, I not, I don't use &-eh I don't speak in English &-eh other times and, and is very difficult for me.",0
"okay, well, you should try to speak English every day.",1
"yea, &=laughs.",0
"to practice more and more then, <so you> [>].",1
"<yea, yea> [<].",0
"so you don't need to be nervous, <to get used to it> [>].",1
"<lo &+intent> [<].",1
"<I was same like you> [>].",1
"<lo, lo, lo &+i> [<].",1
"sí, <sí, diga> [>].",0
"<&+l &+l> [<] lo intentaré, I try, I try speaking, speaking in English, <xxx> [>].",0
"yes, <more> [<], you, you could teach yourself, you know?",1
"that's how I've done always, (be)cause when I came in &+Eng, in UK, I couldn't speak English at all, and I couldn't open my mouth, I was to, to, like, just like you, a xxx anyone, see.",1
"so, day by day, I learned, and the words come along now, themselves, so that's what you need to do, &=laughs, you could talk xxx you stay in the house like that's a chair, that's a house, that's a spoon, because you could &-eh &-t tell yourself what are you doing, I'm going bed, &-ahm, could look at the clock, it's ten o'clock in the evening, I'm going to bed, good night, &=laughs, you know?",1
"you could xxx yourself, I don't know.",1
"<&-ahm> [>].",0
"<or> [<] your xxx or that or, xxx somebody to xxx I don't know.",1
"okay.",0
