text,label
"and, my picture, en mi fotografía veo tres motocicletas.",0
"sí.",1
"y la primera es rojo.",0
"sí.",1
"la segunda es.",0
"amarillo, y la tercera es blanco.",0
"<y> [<] al, delante de las motocicletas es una con carro, de color gris.",0
"un carro, un coche.",1
"un coche, sí.",0
"un coche, <de> [>] color gris.",1
"<de> [<], de color gris.",0
"vale, okay, el, mi, mi coche es de color rojo.",1
"pues creo que esta es la diferencia, &+l <el> [>].",0
"color del carro, <del coche> [>].",0
"sí, <sí> [>].",0
"pues &-eh <creo que> [>].",0
"la diferencia es el carro, el <color> [>] del carro.",0
"<xxx> [<], el color del coche.",1
"de coche, sí.",0
"carro, me parece que se dice más en países sudamericanos, ¿no?",1
"¿perdón?",0
"sí.",0
"se dice en países sudamericanos, Venezuela, Colombia.",1
"&-ah, sí, pero &+y te dije eso porque aprendí <español de> [>] la, de la novelas.",0
"<&=laughs> [<], ¿de las telenovelas?",1
"sí, la telenovelas creo que eran de América o así, no lo sé, &=laughs.",0
"&=laughs, <qué &+tel> [>], ¿qué telenovela te gustaba?",1
"<por eso> [<], &-ah, &-t &-l la primera vez telenovela que vi fue &-t Mari Mar.",0
"sí, no <sé> [>].",0
"&-ah, Talía, &-huhuh, <okay> [>].",1
"Talía sí, &=laughs, era muy chiquita pero, sí, aprendí &-ah &+es aprendí español de la televisión, <no aprendí> [>] español de la escuela para nada, o colegio, universidad.",0
"nunca estudié español.",0
"&-eh y, y, una pregunta de curiosidad, <&-eh> [>], ¿dónde veias la tele en español?",1
"<sí> [<], ¿perdón?",0
"&+don &+dond ¿por dónde ves la tele en español, &-eh por satelite?",1
"sí, en en Rumanía, era en Rumanía.",0
"en Rumanía.",1
"por la televisión, por xxx sí, &-huhuh.",0
"¿xxx en espanol?",1
"&-ah, sí, oro tres veces pero, pero por de vacación, solo, por una semana or quien días or, no quien no, &+cin, cuatro, cinco, diez, &-hm.",0
"<Galicia> [>].",1
"&-eh, right, empiezo yo, ¿sí?",0
"¿está bien por ti?",0
"<sí> [<], okay.",1
"I'm going to start first, ¿<sí> [>]?",0
"<sí> [<].",1
"but, en esta fotografía yo veo un perro.",0
"sí.",1
"con una periódico en su boca.",0
"es un drago, <&-eh> [>].",0
"<rabo> [<], rabo.",1
"¿drabón?",0
"rabo, rabo.",1
"la cola.",1
"la <cola> [>], sí.",0
"<la cola> [<].",1
"y su cola está, está arriba, &=laughs.",0
"<y> [<] y tiene su &-eh plato es la a la izquierda del pierro, de, del perro.",0
"<a la &+i> [>].",1
"<eso que es> [<].",0
"a la izquierda del perro no, <está> [>].",1
"<izquierda> [<], sí, el plato, the <bowl> [>].",0
"<el> [<] el plato está a la derecha del perro.",1
"no, el mi, mi, en mi fotografía es a la izquierda.",0
"pues en la mía está a la derecha.",1
"sí, &=laughs, creo que sí, &+l el, el plato.",0
"el plato, la posición del plato.",1
"la posición del plato, &=laughs.",0
"¿cómo sería en inglés?",1
"&-huhuh, sí.",0
"sí, vale.",0
"sí, en Spanish, no?",1
"&-huhuh, sí, <&+re okay> [>].",0
"en castellano.",1
"sí, <sí> [>], &-eh, yes.",1
"¿<quieres> [>] que?",0
"¿quieres que yo empiece o tú quieres empezar?",0
"sí.",0
"look, in Spanish, el primer paraguas es azul.",1
"sí, <okay> [>].",0
"<el &+se> [<], el segundo es, ¿de qué color?",1
"<el mango> [<], ¿cómo se dice el mango del paraguas?",1
"¿<mango> [<]?",0
"no sé, &=laughs.",0
"&-hm, &-eh sí, &-eh, no, la parte por donde se agarra el paraguas, ¿sabes?",1
"&-eh, in my, en mi fotografía son siete paraguas.",0
"sí, <okay> [>].",1
"<entonces> [<] la misma colora, <pero la> [>] +/.",0
"¿<del mismo &+col> [<]?",1
"sí, sí.",1
"del <mismo color> [>].",0
"¿<son del mismo> [<] color?",1
"sí, pero, &-eh, la última paragua está en la (.) en la &-eh <it's> [>].",0
"<puerta> [<].",1
"¿en el pomo de la puerta?",1
"sí, creo que <sí> [>].",0
"<en el> [<], por donde se abre la, por donde giras la puerta, para la abrir la puerta, ¿no?",1
"<lo &+intent> [<].",1
"<lo, lo, lo &+i> [<].",1
"sí, <sí, diga> [>].",0
"¿cuántos años tiene?",0
"¿me lo puedes decir en castellano?",1
"porque eso no te lo estoy entendiendo.",1
"¿tú vives con tu mamá y papá or?",0
"no, no, no, vivo solo, vivo solo.",1
"¿<perdón> [>]?",0
"es, es, es que, me cuesta muchísimo, me cuesta mucho.",1
"no es, <can you> [>]?",0
"<muy mal> [<], te oigo muy mal.",1
"te oigo mmuy mal.",1
"&-hm, muy lejos.",1
"&-hm, hombre.",0
"lejos, okay.",0
"&-bu, &-eh, &-eh, cómo, cómo pregunto yo ahora &-eh.",1
"no sé.",0
"&-eh, &+s si podemos hablar otro día, &-hm.",1
"¿sí?",0
"¿es verdad?",0
"<sí, sí> [<].",1
"<sí> [>].",0
"<yes> [<], sí, &-eh, te &+pa &-eh, Messenger.",1
"¿sí?",0
"está bien, <está bien> [>].",1
"muchas gracias.",1
"&=laughs, okay, de &+na, suerte con tu exam.",0
"sí.",0
"eso es lo que necesitamos, y <tengo que &+practi> [>], tengo que practicar más hablar inglés.",1
"<no sé> [<], sí, practice makes better, &=laughs.",0
"you welcome, de nada.",0
"de nada.",1
"okay, bye <bye> [>]!",0
"hola, ¿qué tal?",0
"hola, buenos días.",1
"¿qué tal?",0
"¿qué tal?",0
"¿preparada?",1
"¿nerviosa?",1
"¿lo siento?",0
"sí, ¿me oye?",1
"sí, sí.",0
"&-ah, ¿qué si estás nerviosa?",1
"¿nervosa?",0
"sí.",1
"&-uhm, sí, un poquito.",0
"¡un poquito!",1
"pues, nada, ¿empezamos?",1
"sí, okay.",0
"why does you study Spanish?",1
"&-uhm yes, &-uhm, y ahora hablamos español para hacerte preguntas, ¿sí?",0
"muy bien.",1
"&-uhm, ¿qué asignatura estudias?",0
"estoy estudiando, er, ingeniería informática de gestión.",1
"&-uh, okay, y ¿es, &-eh, es bueno?",0
"¿perdón?",1
"¿te gusta eso?",0
"sí, la verdad es que llevo ya, cinco años trabajando como programador, en una empresa en, en Valencia, y, y sí, es lo que me gusta hacer.",1
"okay, es bueno.",0
"y, &-eh, ¿por qué estudias inglés?",0
"estudio inglés porque pienso que para mi trabajo es, es muy importante, &+p, dominar el idioma, porque la mayoría de, la mayoría de las herramientas, o novedades, &-eh, primero salen en inglés y después las adaptan al español, o al castellano.",1
"entonces, pienso que es muy importante para mi profesión &-eh desenvolverme bien en inglés.",1
"y, &-ehm, es importante pero, ¿te gusta estudiar el inglés, o es (.) sólo una necesidad?",0
"no, aparte también me gusta, &-eh, porque de alguna manera también, aparte de, aparte de para el trabajo, te puede servir para viajar, &-eh, y, la verdad es que con el inglés, a cualquier parte del mundo donde vayas, te puedes entender con la gente.",1
"okay, y, &-uhm, ¿cuánto tiempo lleva estudiando el inglés?",0
"pues, en serio, sobre tres años, más o menos.",1
"okay, y, &-uhm, lo siento, &-eh, estoy mirando los, &-eh, las preguntas.",0
"¿qué puedo contarte sobre tu universidad?",0
"pues, la verdad es que la UOC me parece un, una excelente universidad, porque permite estudiar a distancia, y, por lo menos en mi situación, que, que estoy trabajando, pues, es &-eh, es de la única manera que me puedo plantear estudiar, ¿no?",1
"&-eh, y porque el horario te lo, te lo  marcas tú.",1
"¡es perfecto!",1
"y, &-uhm, ¿vives, &-eh, cerca de tu universidad?",0
"¿dónde vives?",0
"no, yo, &-eh, vivo en Valencia, &-eh, las instalaiones centrales de la UOC están en Barcelona, pero al ser una, una universidad a distancia no, no es necesario realmente estar cerca o lejos de la universidad.",1
"¡se estudia por el ordenador!",1
"&-ah, fue invitada a Valencia, <&-eh> [>].",0
"durante.",0
"¿sí?",1
"y durante el verano, &-uhm.",0
"¿y te ha gustado?",1
"sí, sí, fue a, a, ¿conoces Javea?",0
"sí, exacto.",1
"pues yo trabajo en Gandía, que está muy cerquita de Jávea.",1
"¿dónde?",0
"en Gandía.",1
"&-ah sí, &-uhm, creo que hemos ido por ahí para un, un día, para visitar.",0
"sí, &-ah, muy bien.",1
"esto es la palabra, ¿sí?",0
"sí.",1
"<muy bien> [<].",1
"¿qué, qué te gusta hacer en, &-eh, en tu tiempo libre?",0
"pues, me gusta &-eh, la música, &-eh, hacer deporte, &-eh, leer, y viajar.",1
"yo también &-eh me gusta mucho la música, &-uhm.",0
"¿sí?",1
"sí, yo, &-eh, escribo canciones.",0
"&-ah, ¿sí?",1
"sí.",0
"¿de qué tipo?",1
"¿de pop, de rock, de?",1
"&-uhm, ¿de acústica?",0
"&-ah, sí, <muy bien> [>].",1
"<y toca> [<] la guitarra xxx y a, pues eso, &=laughs.",0
"muy bien, no te preocupes.",1
"okay, <entonces> [>].",0
"¿<has terminado> [<]?",1
"¿o no?",1
"sí, sí, &-eh.",0
"sí, todos mis preguntas.",0
"yes, definitely, &-ha!",0
"<no> [<]?",1
"¿y hablamos español esta vez?",0
"muy bien.",1
"&-uhm, yo, yo puedo ver, &-eh, ¿un perro?",0
"sí.",1
"es un perro blanco.",0
"y, &-eh, también tienes un perro, ¿sí?",0
"sí, correcto.",1
"y, &-uhm, es, &-eh, quizás, ¿ &+sen, sentado?",0
"con un &-eh, con un &+pe, periódico, &-eh, en su boca.",0
"sí, es, es igual en mi foto.",1
"y, &-uhm, creo que está sentado, &-eh, delante de una ventana ¿sí?",0
"sí, correcto.",1
"sí, sí, en mi, en mi foto aparece lo mismo.",1
"okay, bueno, y, a su lado hay una, una, ¿una bola?",0
"creo que es para comer algo pero no, no hay nada de comida en su bola.",0
"muy bien.",1
"pero, ¿a qué lado?",1
"&-uhm, a su lado, &-uhm, cuando mires el perro, es a su lado &+d, &-uhm, izquierda.",0
"pues, aquí en mi foto no aparece a la izquierda, aparece a la derecha, segun miras de frente.",1
"&-ah, sí, pero, ¿estás mirando del, &-eh, del +/.",0
"<sí> [>].",1
"<perspectivo> [<] del perro, o del, del tuyo?",0
"no, no, desde el mío.",1
"&+des, desde el mío, exacto.",1
"entonces es la bola de, está del.",0
"sí, el plato de, de la comida del perro, correcto.",1
"el plato.",0
"sí.",1
"no, no, no, no.",1
"&=laughs, alright, sí, sí.",0
"<sí> [<].",1
"¿es dibujo?",0
"dibujo, &-eh hay una puerta.",0
"y, &-eh, en, &-eh, encima, encima de la puerta hay una paragua.",0
"sí.",1
"&-eh, sobre el, &-eh, (.) sobre el, (.) la cosa para abrir la puerta, ¿<cómo se dice> [>]?",0
"<el pomo> [<].",1
"¿el pomo?",0
"o el picaporte.",1
"sobre el &+p picaporte, hay una &+para, paragua.",0
"&-eh, &+es, este, este puerta está al, derecho del dibujo, y <&-eh> [>].",0
"<sí> [<].",1
"y a su, su lado izquierda.",0
"¿a mí?",1
"espera un momento, en mi foto no aparece ningún paraguas colgado de la puerta.",1
"&-ah, ¿no?",0
"no, &=laughs.",1
"&-uhm, pero continuamos para, para ver la.",0
"vale, perfecto, la descripción, muy bien.",1
"¿qué hay demás, <para> [>].",0
"&-uhm, entonces, a la izquierda de la puerta, hay una ventana, y.",0
"sí.",1
"y, &-uhm, la, la ventana, delante de la ventana hay, un, una, hay un, cómo se dice, &-uhm, hay bares, ¿sabes?",0
"barrotes, sí.",0
"como si , &-eh, ¿estás en prisión?",0
"sí, barrotes, unas rejas.",1
"sí.",0
"rejas.",1
"y, &-eh, sobre cada barre, hay <&-eh> [>].",0
"hay paraguas, que están pendiendo de eso.",0
"colgados, sí, correcto.",1
"colgados, sí, y, <&-uhm> [>].",0
"¿<cuántos> [<] paraguas tienes, colgados?",1
"yo tengo el, &-eh, &+co, comenzamos, &-ehm, a la izquierda, tengo un paragua azul, &-eh, claro.",0
"después, tengo un paraguas, &-uhm, de madera, y, &-uhm, el cuerpo de la paragua está rosa.",0
"sí, correcto.",1
"&-uhm, al lado de eso hay una paragua que está completamente negro.",0
"sí, correcto, <es lo mismo> [>].",1
"<y, &-eh> [<], al lado de esto hay una paragua, creo que es para mujeres, está completamente rosa.",0
"sí, correcto.",1
"<rosa> [<] fuerte, ¿no?",1
"sí, rosa <fuerte> [>].",0
"<&+ros> [<] rosa oscuro.",1
"oscuro, sí.",0
"<correcto> [>].",1
"<y, &-uhm> [<] para terminar, hay dos &+pa paraguas, &-eh, identicales, er, que son blancos.",0
"sí, más, sí, blancos o grises no, parecen, correcto.",1
"<sí> [>].",0
"<muy bien> [<].",1
"entonces.",0
"sí.",1
"<creo que> [>].",0
"<la diferencia> [<] entre tu foto y la mía era el paraguas que tenías colgado tú en la puerta y yo no lo tenía colgado.",1
"sí.",0
"¿correcto?",1
"muy bien, &-eh.",1
"sí.",0
"entonces, &-eh, ¿también correcto?",0
"sí.",1
"¡es un punto para nosotros!",0
"&=laughs, sí, sí, sí, ¡un punto!",1
"y en, en la siguiente, que era la, la del perro, efectivamente lo que, lo que habíamos hablado, er, tú tenías el, el plato del perro a la izquierda, y yo lo tenía a la derecha.",1
"sí.",0
"¿correcto?",1
"okay, sí, yes.",1
"<sí> [<].",1
"umbrellas, <so> [>].",0
"&-eh, <tenemos> [>] +/.",0
"you too, me encanta mucho, gracias.",0
"gracias.",1
"okay, a la <&+p> [>].",0
"¿hola?",0
"parece que, ya, a ver.",1
"&-uh, okay, muy bien.",0
"¿<dónde> [>]?",0
"okay, &-eh, &-eh ¿cuánto tiempo lleva estudiando inglés?",0
"no, no, perdona &-eh, ¿tengo que contestar en castellano?",1
"sí.",0
"evidentemente, vale, perdón.",1
"&-eh, he estado estudiando, bueno, estudio inglés desde hace, toda mi vida.",1
"sí.",0
"y tengo treinta y nueve años, desde que iba al colegio, cuando era un chico, un niño.",1
"sí.",0
"hasta ahora.",1
"sí, estudio español hace seis años &-eh, estudio español en mi colegio y ahora en mi universidad.",0
"yes, I think, creo que tienes que, a ver, a ver, the question, osea, tú tienes que preguntar primero todo, y luego yo, creo, ¿o no?",1
"¿perdóneme?",0
"<okay> [<], yea, I think so, &-eh, ¿qué le gusta hacer en su tiempo libre?",0
"tiempo libre, &-eh, &-eh, principalmente, leer, oír música y viajar.",1
"¿sí?",0
"¿qué puede contarte sobre su universidad?",0
"pues, es una universidad muy, &-eh inovadora, muy nueva, y tan sólo llevo un año estudiando en esta universidad, y estoy muy contento.",1
"&-eh, ¿por qué estudia inglés?",0
"porque lo necesito para mi trabajo, y para mí, para mi vida, para mi, para mis estudios.",1
"sí, ¿y le gusta estudiar inglés?",0
"&-eh, pues, me gusta estudiar inglés porque me permite concocer otras, &-eh, conocer cosas de mi trabajo, conocer temas, o resolver problemas, o participar en un forum, o en chat.",1
"yea, &-ehm, &-eh, what, ¿cómo se dice picture?",0
"&+d sí, esto sería un dibujo, efectivamente, un dibujo.",1
"dibujo, &-ehm, en este dibujo, &-ehm, es un perro, &-eh, con un periódico en su boca.",0
"y, &-ehm, es un caricatura, y, &-ehm, behind, &-oh, what, &-eh, ¿cómo se dice behind?",0
"&-eh, ¿debajo, detrás?",1
"¿detrás?",1
"detrás el &+p el perro es una ventana.",0
"y, &-ehm, los colores en el dibujo es naranja, &-ehm, y azúl, y blanco, &-ehm, ¿y tú?",0
"¿de qué color és?",1
"&-eh, no, yo, el suelo es de color rosa, no es naranja.",1
"sí, sí, pero el, el bowl, what's bowl?",0
"el perro, ¿perdona?",1
"&-ay, no lo sé, no te entiendo, perdón.",1
"el perro es como, como, como amarillo.",1
"&-ehm, &-hm, &-eh, cómo, &-eh.",0
"&-ah, cómo, no, perdón, como un hueso, efectivamente, bone, vale, sí, como un hueso, ¿no?",1
"&-eh, ¿cómo se dice?",0
"&-eh ¿qué color has dicho?",1
"no, es un color, yo, el perro lo tengo de un color como, como un hueso.",1
"¿sabes lo que es un hueso?",1
"¿hueso?",0
"sí.",1
"es un color blanco.",1
"&-oh, no, no.",0
"entre blanco y amarillo.",1
"¿y tú, de qué color es el perro?",1
"&-eh, ¿el perro?",0
"sí.",1
"el perro es blanco y, &-hm blanco y, marrón, &-eh.",0
"ya, sí.",1
"<sí> [>].",0
"<puede ser> [<].",1
"&-eh, y, ¿qué es la diferencia?",0
"no sé.",0
"&-eh, el suelo, ¿de qué color es, dices?",1
"vale, ¿y hay un plato?",1
"sí.",0
"¿de qué color?",1
"vale, &-uf, y, la ventana, ¿de qué color es?",1
"¿azul?",1
"¿y gris?",1
"sí, sí.",0
"y hay una cortina, un &+en.",1
"sí.",0
"¿blanca?",1
"yea, sí, &=laughs.",0
"el perro.",1
"sí.",0
"¿está moviendo la, el rabo, la cola?",1
"¿perdóname?",0
"sí.",0
"¿está moviendola?",1
"¿estaba qué?",0
"moviendo, <move> [>].",1
"<&-ehm, no> [<], well, es, &-ehm, a la derecha.",0
"sí, encima de, más o menos, apunta hacia arriba?",1
"sí.",0
"no sé qué diferencia puede haber aquí.",1
"y en &-eh, el, la boca.",0
"¿<sí> [>]?",1
"<del> [<] perro era, es el, un periódico, ¿sí?",0
"correcto, de color azul.",1
"<sí> [>].",0
"sí, no sé.",0
"el perro, no sé, el perro tiene dos ojos negros.",1
"&-eh, sí.",0
"y el.",1
"<y el> [<] hocico marrón.",1
"¿qué es hocijo?",0
"&-eh, la nariz, <no> [>].",1
"<sí> [<], sí, erm, es negro.",0
"sí, ¿negro, o marrón?",1
"sí.",0
"¿pues qué más diferencias hay?",1
"yo no veo nada.",1
"y, &-ehm, el perro es, está, &-ehm, sitting?",0
"¿cómo se dice?",0
"¿cómo?",1
"¿sentado?",1
"sentado.",0
"sí.",1
"sí.",0
"sí.",1
"no sé.",0
"yo tampoco, no veo ninguna diferencia.",1
"sí, sí, no sé, &-ehm.",0
"el plato, ¿está vacío?",1
"¿hay algo en el plato?",1
"<&-eh, no> [>].",0
"¿<comida> [<]?",1
"no, no.",0
"y, &-ahm, el plato, ¿a la izquierda?",0
"¿no?",0
"a la izquierda, ¿a la izquierda del perro?",1
"sí.",0
"no, a la, sí, a la izquierda del perro, en tu derecha.",1
"&-ehm, no, no, no, no, &-ehm, a la derecha del perro.",0
"no, no, a la izquierda del perro.",1
"&-ah, vale, ¡pues es la diferencia!",1
"yea, sí.",0
"entonces, a ver, la cortina, ¿dónde está?",1
"en el otro lado del (.) <&+izq> [>].",1
"<&-ehm> [<], for me, a la, &-eh, izquierda, y por +/.",0
"sí, y <el plato> [>], &-ehm por mí, a la izquierda también.",0
"<xxx> [<], el plato?",1
"sí.",0
"&-ah, entonces, está, el perro, el plato, y la cortina.",1
"&-eh, yeah, sí.",0
"&-ah no, yo tengo la cortina.",1
"sí.",0
"el perro y el plato.",1
"el plato y la cortina están, &+dif en, están opuestos.",1
"sí.",0
"<muy bien> [<].",0
"la diferencia, el plato, plato, en otro lado.",1
"sí.",0
"qué difícil.",1
"<third question> [<].",1
"<xxx> [<] ¿sí?",1
"&-oh, ¡joder!",1
"yea, &-ehm, I don't know, &-ehm, no sé.",0
"¿paraguas?",0
"sí, okay, gracias, &-ehm, en mi dibujo, &-ehm, uno, dos, tres, cuatro, cinco, seis, siete.",0
"&-ehm, hay siete erm paraguas.",0
"sí, exactamente.",1
"&-eh, el primero es azúl.",0
"sí.",1
"sí, sí, más o menos.",1
"<sí> [<].",1
"luego, rosa, <también> [>].",0
"<sí> [<].",1
"&-uhm, y, &-eh, blanco, y blanco, y, el, &-ehm, número siete es negro, también.",0
"&-ehm, el primero, el primer seis paraguas, &-ehm, están, &-ehm, hanging, ¿cómo se dice <hanging> [>]?",0
"<sí> [<].",1
"sí, colgando.",1
"¿colgando?",0
"colgando, &-ehm, en un bar, &-ehm, de color gris, &-ehm, &-eh, bajo de una ventana, ¿quizá?",0
"sí, pero, &-eh, una pregunta, ¿todos están colgando?",1
"sí.",0
"los siete, ¿correcto?",1
"&-eh, pues, el número siete están colgando en la puerta.",0
"¿no?",0
"no, no, no, esa es la diferencia!",1
"¿<no> [>]?",0
"¡<no> [<]!",1
"&-eh, &-eh, no, no, es diferente, es, yo tengo, están todos los paraguas colgando.",1
"¿sí?",0
"de una ventana, no es una ventana, es como una, no sé decir en inglés, es como un, como un tipo de ventana, efectivamente, están todos.",1
"¿sí?",0
"uno, tras otro, uno detrás de otro.",1
"sí.",0
"pero en la puerta no hay ninguno.",1
"¡esa es la diferencia!",1
"parece muy fácil, ¡este es fácil!",1
"okay, yea, yea, &-ehm, vale, &-ehm, ¿puedes, &-ehm, hablar sobre el, &-ehm, tercera dibujo <también> [>]?",0
"¿<si> [<]?",1
"¿qué es la diferencia?",0
"<no> [<], no.",0
"no, no, no, no.",1
"no, so.",0
"special, tres, las bolas. himself.",1
"okay, ¡adiós!",0
"&+s, &+so, soy, soy Name, Name, &-ah, en, en Inglaterra, &-ah, de la universidad de, de distancia.",0
"&-uhm, &+c, con, &-ah, la, la programa, &-ah, con la, la universidad, de, &-ah, catalana en Barcelona <&-ah> [>].",0
"<sí> [<].",1
"&-ah, en, enlace con la, la universidad de distancia en Inglaterra, ¿sí?",0
"sí, &-eh, exactamente, <&-eh> [>].",1
"&-ah, su, &-ah tu, &+licien, licienturia, hay, hay, hay preguntas, &-ah, hay preguntas, &-ah, antes de, &-ah, el ejercicio con las cuadros ¿sí?",0
"un momentito, <&-ah> [>], por favor.",0
"<okay> [<] yes. estás?",1
"es, es, es, es mi esposa, &=laughs.",0
"&=laughs, un momentito Name, &-uhm.",0
"&-eh, tengo muchas ventanas abiertas en mi ordenador en este momento, &=laughs.",0
"yo también, &=laughs.",1
"voy a cerrar para tenerlo justo.",1
"sí, sí, claro, &=laughs, &-uhm. dónde, dónde, &-ah, tándem, &-huhuh, tándem'.",0
"y (.) task one (.), &-ah, qué, qué licienturia estudia, por qué estudia inglés, &-ah, le gusta estudiar inglés, &-uhm, hay, hay preguntas antes, &-ah, del ejercicio, ¿sí?",0
"&-hm, sí, <creo que sí> [>].",1
"<tarea una> [<].",0
"&+e, exactamente, tarea uno.",1
"sí, &-uhm, para este tarea tendrás que describir unas imágenes &+en, e identificar las diferencias en las &+imaga, imágenes, &-ah, que tu pareja de tándem tiene, antes de empezar con esta tarea obten información sobre tu pareja de tándem, &-eh, escribe las respuestas de las siguientes preguntas y enviarlas para tu profesora.",0
"qué, Name, qué liciencia, &+licien, &-eh, <&+licie> [>].",0
"¿<dónde> [<], dónde estás leyendo tú, tú, eso, &-eh?",1
"&-uhm, en, en tarea uno.",0
"tarea uno, <okay> [>].",1
"<sí> [<].",0
"un momento, <yes> [>].",1
"<&-uhm> [<], creo que, &-ah, tienes la, las mismas preguntas.",0
"en inglés, ¿sí?",0
"preguntas mismas, ¿sí?",0
"<&-ah en español> [<], ¿<sí> [>]?",0
"<sí> [<].",1
"¿qué, qué, &-ah, licieciatura, &-ah, estudia?",0
"&-eh, &-ehm, yo estoy estudiando, &-eh, ingeniería técnica <&-eh> [>].",1
"¿<ingeniería> [<]?",0
"técnica informática.",1
"es, es, es, muy complicada, &=laughs.",0
"sí, un poco, &=laughs.",1
"¿en, en inglés, en inglés o español?",0
"&-eh, en español, en español, &=laughs.",1
"sí, &+clar, &-uhm, &-eh, la, la, la, la próxima pregunta.",0
"sí, la próxima pregunta, <un momento> [>].",1
"&-uhm, for many reasons, por muchas razones, &-uhm, me, me, &-ah, me, me gusta, la cultura española.",0
"<&-uhm> [<], y &-uhm, &-uh, y, &-ah, la, la, las artes de, de, de España, &-ah, la literatura, &-ah, la obra de Picasso, de Dalí, &-uhm, &-ah, la música flamenca, &-ah, flamenco, &-ah, y, y sobre todo, &-ah, la música de, &-ah, Camarón de la Isla, me, me, me gusta mucho, &-uhm, y el sonido de la lengua, &-uhm, y, &-eh, espero que pueda, &-ah, pueda, &-ah, vivir en Españo, en España, &-ah, cuándo, &-ah, cuándo estoy jubilado, &=laughs.",0
"&+per, pero no, no, &-ah, &-eh, no en, &-uhm, &-ah, la, la, lo, la, las zonas, &-ah, de, de los ingleses, &-ah.",0
"<en> [<], en, a, en la, las costas.",0
"&-ah, las costas, &=laughs, con la playita, ¿no?",1
"<con la> [>], &=laughs +/.",1
"<&-uhm> [<], sí, sí, &-um, &-ah, &-ah, fui, fui a Sevilla, &-ah, hace, hace tres, tres o cuatro años.",0
"<&-ah> [<], y me, me, me gusta mucho, &-eh, &-uhm, era durante, &-ah, &+duran, durante la &+fer, &+fer, feria.",0
"¿durante la feria de Sevilla?",1
"sí, sí.",0
"&-huhuh, la feria es muy, muy divertida aquí, &=laughs.",1
"muy divertida, muy divertida, la ropa, ah, la música.",0
"&-ah, Jerez, me gusta mucho, &=laughs.",0
"&=laughs, la feria le gusta a todo el mundo, &-eh.",1
"sí, sí, sí.",0
